City_ID,city,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
439,walvis bay,-22.9575,14.5053,52.09,87,5,7.16,NA,1628730663
440,tingi,-11.3,35.0333,54.84,73,0,2.08,TZ,1628730663
441,aparecida,-22.8469,-45.2297,61.59,84,100,4.68,BR,1628730663
442,marechal candido rondon,-24.5561,-54.0567,58.96,62,100,6.49,BR,1628730664
443,yarmouth,41.7057,-70.2286,77.45,95,90,10.0,US,1628730664
444,haines junction,60.7522,-137.5108,52.68,72,100,8.61,CA,1628730664
445,sanary-sur-mer,43.1178,5.8001,76.87,70,29,5.21,FR,1628730664
446,stephenville,32.2207,-98.2023,91.81,41,1,6.91,US,1628730380
447,saint andrews,34.0454,-81.1293,81.32,81,40,3.44,US,1628730665
448,shahrud,36.4182,54.9763,73.42,21,0,2.57,IR,1628730665
449,katherine,-14.4667,132.2667,84.52,42,6,12.66,AU,1628730665
450,sabanagrande,10.7912,-74.7606,77.09,94,40,2.3,CO,1628730666
451,fuzhou,26.0614,119.3061,84.02,86,100,1.68,CN,1628730666
452,stornoway,58.2093,-6.3865,49.93,100,81,1.14,GB,1628730666
453,dedougou,12.4667,-3.4667,73.15,85,87,4.16,BF,1628730666
454,okhotsk,59.3833,143.3,69.4,67,8,3.98,RU,1628730666
455,andenes,69.3143,16.1194,53.58,94,90,10.36,NO,1628730667
456,puerto gaitan,4.3133,-72.0816,76.23,91,100,4.21,CO,1628730412
457,obo,5.3998,26.4869,66.99,98,100,1.1,CF,1628730667
458,numan,9.4667,12.0333,74.66,89,100,9.15,NG,1628730667
459,krasnoborsk,61.5598,45.934,63.84,98,100,4.36,RU,1628730668
460,lukovetskiy,64.2956,41.9211,62.58,98,100,1.99,RU,1628730668
461,znamenskoye,57.1281,73.8282,49.06,81,0,10.22,RU,1628730668
462,verkhoshizhemye,58.011,49.1038,55.8,73,97,7.27,RU,1628730668
463,beni suef,29.0731,31.0979,81.09,45,0,8.41,EG,1628730669
464,am timan,11.0297,20.2827,70.54,98,100,4.59,TD,1628730669
465,guerrero negro,27.9769,-114.0611,80.46,64,25,14.52,MX,1628730669
466,saint-francois,46.4154,3.9054,65.64,94,0,2.3,FR,1628730669
467,chingola,-12.529,27.8838,52.54,45,0,4.43,ZM,1628730669
468,khorramshahr,30.4397,48.1664,98.46,15,0,10.07,IR,1628730670
469,igarka,67.4667,86.5833,46.22,79,100,10.87,RU,1628730670
470,okha,53.5739,142.9478,65.21,52,11,9.75,RU,1628730670
471,la ronge,55.1001,-105.2842,55.08,52,27,20.96,CA,1628730670
472,aksay,47.26,39.87,70.97,79,2,4.36,RU,1628730671
473,pontes e lacerda,-15.2261,-59.3353,70.2,50,9,5.93,BR,1628730671
474,ancud,-41.8697,-73.8203,44.13,84,0,3.04,CL,1628730671
475,katsuura,35.1333,140.3,78.91,84,100,11.12,JP,1628730671
476,turan,16.0678,108.2208,89.58,58,20,4.61,VN,1628730474
477,yulara,-25.2406,130.9889,58.84,38,0,21.85,AU,1628730672
478,sao caitano,-8.3258,-36.1428,65.32,98,87,3.56,BR,1628730672
479,mount pleasant,32.7941,-79.8626,83.98,84,1,1.01,US,1628730667
480,stokmarknes,68.5646,14.9108,56.5,96,100,2.86,NO,1628730672
481,urbana,40.1106,-88.2073,84.88,76,1,5.99,US,1628730673
482,urumqi,43.801,87.6005,76.15,31,0,2.24,CN,1628730673
483,kaitangata,-46.2817,169.8464,55.6,65,100,8.99,NZ,1628730673
484,biograd na moru,43.9433,15.4519,83.1,53,0,8.3,HR,1628730673
485,barra do garcas,-15.89,-52.2567,74.35,30,0,2.3,BR,1628730674
486,donskoy,53.9711,38.3363,64.58,93,100,4.59,RU,1628730674
487,palafrugell,41.9174,3.1631,78.46,75,74,2.15,ES,1628730674
488,atraulia,26.3333,82.95,81.43,85,98,6.08,IN,1628730674
489,bull savanna,17.8868,-77.5902,78.64,77,100,3.74,JM,1628730675
490,mailsi,29.8003,72.1758,89.15,45,5,14.5,PK,1628730496
491,aguimes,27.9054,-15.4461,68.67,60,40,17.27,ES,1628730675
492,la asuncion,11.0333,-63.8628,79.95,85,81,13.24,VE,1628730675
493,srednekolymsk,67.45,153.6833,70.09,29,100,0.78,RU,1628730675
494,fort saint james,54.4333,-124.25,75.0,32,0,9.89,CA,1628730676
495,tacoronte,28.4769,-16.4102,65.75,82,90,18.01,ES,1628730464
496,nichinan,31.6,131.3667,77.45,91,100,9.17,JP,1628730676
497,khorixas,-20.3667,14.9667,55.26,64,2,0.83,NA,1628730676
498,alappuzha,9.49,76.3264,77.9,84,100,7.05,IN,1628730677
499,dengfeng,34.4553,113.0281,73.83,86,100,2.35,CN,1628730677
500,huarmey,-10.0681,-78.1522,63.45,83,79,7.9,PE,1628730677
501,mastic beach,40.7668,-72.8521,81.07,89,75,4.0,US,1628730677
502,souillac,-20.5167,57.5167,71.98,83,75,9.22,MU,1628730678
503,kalmunai,7.4167,81.8167,78.98,79,100,2.08,LK,1628730678
504,kodinsk,58.6881,99.1844,69.78,46,49,2.91,RU,1628730678
505,metu,8.3,35.5833,54.5,98,30,2.57,ET,1628730678
506,luoyang,34.6836,112.4536,74.34,90,100,1.12,CN,1628730679
507,nuuk,64.1835,-51.7216,47.01,81,48,2.3,GL,1628730679
508,yeppoon,-23.1333,150.7333,71.38,69,1,13.67,AU,1628730679
509,taree,-31.9,152.4667,71.53,46,40,6.91,AU,1628730679
510,sisimiut,66.9395,-53.6735,43.93,82,17,8.97,GL,1628730680
511,jatibarang,-6.4747,108.3153,80.29,60,6,5.95,ID,1628730680
512,komsomolsk,49.0097,33.6455,69.91,61,93,7.76,UA,1628730680
513,hambantota,6.1241,81.1185,79.57,79,89,20.2,LK,1628730680
514,tynda,55.1667,124.7167,66.94,64,7,1.32,RU,1628730681
515,hellvik,59.9156,5.781,60.76,87,100,3.09,NO,1628730681
516,cayenne,4.9333,-52.3333,78.1,88,0,1.14,GF,1628730681
517,goderich,43.7501,-81.7165,75.9,93,66,13.78,CA,1628730681
518,coquimbo,-29.9533,-71.3436,53.33,82,90,3.44,CL,1628730617
519,mizan teferi,6.9833,35.5833,59.31,93,98,2.26,ET,1628730682
520,almaznyy,48.0448,40.045,66.34,81,78,6.08,RU,1628730682
521,saint-pierre,-21.3393,55.4781,71.24,77,20,6.91,RE,1628730682
522,zhuhai,22.2769,113.5678,89.71,84,40,5.75,CN,1628730682
523,ugoofaaru,5.6667,73.0,82.65,74,100,13.87,MV,1628730683
524,khudumelapye,-23.8833,24.75,54.66,50,3,7.96,BW,1628730683
525,constitucion,-35.3333,-72.4167,48.43,70,0,2.28,CL,1628730683
526,sobolevo,54.4299,31.8996,57.85,94,32,4.72,RU,1628730683
527,gilbues,-9.8317,-45.3439,74.93,39,5,3.67,BR,1628730684
528,half moon bay,37.4636,-122.4286,91.11,70,1,9.22,US,1628730684
529,tromso,69.6496,18.957,54.25,94,90,8.05,NO,1628730684
530,bonavista,48.6499,-53.1147,59.11,90,100,10.54,CA,1628730684
531,tura,25.5198,90.2201,74.95,98,100,6.46,IN,1628730685
532,saint-esteve,42.7131,2.843,78.55,67,0,3.44,FR,1628730685
533,kenai,60.5544,-151.2583,59.02,86,90,8.05,US,1628730685
534,abu kamal,34.4506,40.9171,87.94,29,33,6.96,SY,1628730685
535,terney,45.0503,136.6092,66.0,53,12,4.54,RU,1628730686
536,madang,-5.2246,145.7966,85.96,68,41,3.67,PG,1628730686
537,hitachi,36.6,140.65,77.52,83,100,8.79,JP,1628730686
538,inhambane,-23.865,35.3833,63.59,90,9,9.06,MZ,1628730686
539,ca mau,9.1769,105.15,83.14,75,100,4.65,VN,1628730402
540,madison,34.7334,-86.5667,76.39,88,75,1.01,US,1628730687
541,tema,5.667,-0.0166,76.17,86,100,10.92,GH,1628730687
542,mahibadhoo,3.7833,72.9667,83.05,72,100,17.85,MV,1628730687
543,oussouye,12.485,-16.5469,77.99,81,100,9.26,SN,1628730687
544,verkhnyaya inta,65.9811,60.3094,56.79,70,100,7.05,RU,1628730688
545,umm kaddadah,13.6017,26.6876,81.81,60,97,7.87,SD,1628730688
546,olinda,-8.0089,-34.8553,73.13,94,75,5.75,BR,1628730688
547,athabasca,54.7169,-113.2854,67.08,38,88,16.55,CA,1628730688
548,natal,-5.795,-35.2094,74.05,100,75,4.61,BR,1628730401
549,tank,32.2217,70.3793,93.45,35,0,5.91,PK,1628730689
550,perth,-31.9333,115.8333,56.48,90,0,5.75,AU,1628730560
551,lamar,33.6668,-95.5836,91.06,64,0,5.86,US,1628730689
552,ambilobe,-13.2,49.05,67.48,81,14,3.27,MG,1628730689
